comment_id,status_id,parent_id,comment_message,comment_author,comment_published,comment_likes
10157429621556840_367538043761398,21785951839_10157429621556840,,b'Ojaswee Das',0,2018-03-18 05:04:55,0
10157429621556840_1861234993909866,21785951839_10157429621556840,,b'Ren\xc3\xa9 Hennemann',0,2018-03-18 05:04:55,0
10157429621556840_140385250125029,21785951839_10157429621556840,,b'Shalev Benisti',0,2018-03-18 05:04:57,0
10157429621556840_129791867855848,21785951839_10157429621556840,,b'Tatar Cezar',0,2018-03-18 05:05:00,0
10157429621556840_402096430255387,21785951839_10157429621556840,10157429621556840_129791867855848,b'nu ma mir de ce nu te lasa Ioana sa bucataresti :)))) traiasca nutella si caca de iepure i guess ;)',0,2018-03-18 05:06:46,0
10157429621556840_140385283458359,21785951839_10157429621556840,,b'Joy Carlos\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',0,2018-03-18 05:05:00,0
10157429621556840_2082285405350162,21785951839_10157429621556840,10157429621556840_140385283458359,b' [[STICKER]]',0,2018-03-18 05:25:33,0
10157429621556840_224673541605485,21785951839_10157429621556840,10157429621556840_140385283458359,b'OMG katakot naman',0,2018-03-18 05:25:48,0
10157429621556840_1796605193975070,21785951839_10157429621556840,,b'Lisa Sed',0,2018-03-18 05:05:01,0
10157429621556840_156200825069020,21785951839_10157429621556840,,b'Tanvi Sawner',0,2018-03-18 05:05:04,0
10157429621556840_129791944522507,21785951839_10157429621556840,,b'Martina Stuefer',0,2018-03-18 05:05:12,0
10157429621556840_364729177342578,21785951839_10157429621556840,10157429621556840_129791944522507,b'\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,2018-03-18 05:12:18,0
10157429621556840_225976527978991,21785951839_10157429621556840,,b'Magdi Koller KatMeirion\nGenaaaau so \xf0\x9f\x98\x82',0,2018-03-18 05:05:12,0
10157429621556840_225977884645522,21785951839_10157429621556840,10157429621556840_225976527978991,b'Weeeiiiihhhh hahahhaa',0,2018-03-18 05:09:46,0
10157429621556840_1796605247308398,21785951839_10157429621556840,,b'Micheal Dyson Lachie Phelps',0,2018-03-18 05:05:18,0
10157429621556840_156200878402348,21785951839_10157429621556840,,b'Kyle Scriven',0,2018-03-18 05:05:20,0
10157429621556840_587278921624297,21785951839_10157429621556840,,b'Carlotta Laura Isabelle',0,2018-03-18 05:05:21,0
10157429621556840_156200888402347,21785951839_10157429621556840,,b'literally',0,2018-03-18 05:05:23,0
10157429621556840_129792084522493,21785951839_10157429621556840,,b'Thomas Lee',0,2018-03-18 05:05:25,0
10157429621556840_129792114522490,21785951839_10157429621556840,,b'SCREAMED Nitika',0,2018-03-18 05:05:31,0
10157429621556840_1796605313975058,21785951839_10157429621556840,,b'Shams Talaat \xf0\x9f\x98\x90',0,2018-03-18 05:05:31,0
10157429621556840_129792124522489,21785951839_10157429621556840,,b'Kate Kaihui Zhou',0,2018-03-18 05:05:32,0
10157429621556840_216625998890118,21785951839_10157429621556840,,b'Kate Tara Kristy Brittany this made me clench',0,2018-03-18 05:05:35,0
10157429621556840_216626255556759,21785951839_10157429621556840,10157429621556840_216625998890118,"b""What's dodgy is I cut my finger last night on a knife lol""",0,2018-03-18 05:07:03,0
10157429621556840_225977504645560,21785951839_10157429621556840,10157429621556840_216625998890118,b'well done Kristy \xf0\x9f\x98\x82\xf0\x9f\x98\x82\nany lost appendages?',0,2018-03-18 05:08:06,0
10157429621556840_367539080427961,21785951839_10157429621556840,10157429621556840_216625998890118,b'Or gobble them up??',0,2018-03-18 05:09:02,0
10157429621556840_359814134522356,21785951839_10157429621556840,10157429621556840_216625998890118,b'Aww man no just no',0,2018-03-18 05:10:01,0
10157429621556840_109029033272641,21785951839_10157429621556840,10157429621556840_216625998890118,b'Luckily no lost appendages....and god no! No gobbling here',0,2018-03-18 05:10:12,1
10157429621556840_2068791786698392,21785951839_10157429621556840,10157429621556840_216625998890118,b' [[ANIMATED_IMAGE_SHARE]]',0,2018-03-18 05:18:49,0
10157429621556840_156200945069008,21785951839_10157429621556840,,"b'Carina, s\xc3\xa5 er der finger mad\xf0\x9f\x98\x8b\xf0\x9f\x98\xaf'",0,2018-03-18 05:05:38,0
10157429621556840_367538170428052,21785951839_10157429621556840,,b'Aie Estidola',0,2018-03-18 05:05:38,0
10157429621556840_1861235453909820,21785951839_10157429621556840,,b'Sterre van der Brugge',0,2018-03-18 05:05:38,1
10157429621556840_156200951735674,21785951839_10157429621556840,,b'Jenny Du',0,2018-03-18 05:05:39,0
10157429621556840_367538177094718,21785951839_10157429621556840,,b'Devandrn Dhanapalan Sri Saravanan R Sri Ganapathi Rm Rajoo Mages',0,2018-03-18 05:05:40,0
10157429621556840_216626042223447,21785951839_10157429621556840,,b'Rhea Modi',0,2018-03-18 05:05:49,0
10157429621556840_129792387855796,21785951839_10157429621556840,10157429621556840_216626042223447,b'ihy',0,2018-03-18 05:06:21,0
10157429621556840_156200991735670,21785951839_10157429621556840,,b'Jesse Mendoza Flores literal na finger food  \xf0\x9f\x98\x82',0,2018-03-18 05:05:50,0
10157429621556840_2101547500064188,21785951839_10157429621556840,10157429621556840_156200991735670,b'The fak hahaha',0,2018-03-18 05:17:33,0
10157429621556840_587279104957612,21785951839_10157429621556840,,b'Ricarda',0,2018-03-18 05:05:54,0
10157429621556840_129792281189140,21785951839_10157429621556840,,b'Leyla Lale',0,2018-03-18 05:05:56,0
10157429621556840_1796605433975046,21785951839_10157429621556840,,"b""Valentine, si j'essaye de cuisiner.. \xf0\x9f\x98\x82""",0,2018-03-18 05:05:56,0
10157429621556840_140386143458273,21785951839_10157429621556840,,b'Asef Hossain',0,2018-03-18 05:05:59,0
10157429621556840_587279124957610,21785951839_10157429621556840,,b'Anna-Lena Fahr musch aufpassen \xf0\x9f\x98\x86',0,2018-03-18 05:05:59,0
10157429621556840_1796605460641710,21785951839_10157429621556840,,b'Beatriz',0,2018-03-18 05:06:00,0
10157429621556840_216626092223442,21785951839_10157429621556840,,b'Max \xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,2018-03-18 05:06:04,0
10157429621556840_2130159973880888,21785951839_10157429621556840,,"b""That's not the finger I was expecting...""",0,2018-03-18 05:06:05,0
10157429621556840_367538270428042,21785951839_10157429621556840,,b'Jennifer Anne \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,2018-03-18 05:06:08,1
10157429621556840_402097676921929,21785951839_10157429621556840,10157429621556840_367538270428042,b'Ok gar nicht verst\xc3\xb6rend oder so.. \xf0\x9f\x98\x82',0,2018-03-18 05:10:37,1
10157429621556840_2029528173931726,21785951839_10157429621556840,10157429621556840_367538270428042,b'Ich musste an dich denken...wei\xc3\x9f auch nicht wieso \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,2018-03-18 05:11:55,0
10157429621556840_558030044570585,21785951839_10157429621556840,10157429621556840_367538270428042,b'Ich habs irgendwie erwartet \xf0\x9f\x98\x82 aber das macht es auch nicht besser.',0,2018-03-18 05:16:20,1
10157429621556840_225977007978943,21785951839_10157429621556840,,b'Niko',0,2018-03-18 05:06:11,0
10157429621556840_402096246922072,21785951839_10157429621556840,,b'Tobias Tobii Hupka Brain Helmlinger',0,2018-03-18 05:06:10,1
10157429621556840_1796605507308372,21785951839_10157429621556840,,b'Munazza Aziz',0,2018-03-18 05:06:13,0
10157429621556840_2130160037214215,21785951839_10157429621556840,,b'Julie Lahon\xf0\x9f\x98\x82',0,2018-03-18 05:06:13,0
10157429621556840_2130160057214213,21785951839_10157429621556840,,b'Anders Hettervik Hansen ;D',0,2018-03-18 05:06:21,0
10157429621556840_216626165556768,21785951839_10157429621556840,,b'Ayline Natascha \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,2018-03-18 05:06:25,0
10157429621556840_109022409939970,21785951839_10157429621556840,10157429621556840_216626165556768,b'\xf0\x9f\xa4\xa8',0,2018-03-18 05:07:13,0
10157429621556840_402096390255391,21785951839_10157429621556840,,b'Baniusevi\xc4\x8di\xc5\xabt\xc4\x97 Simona',0,2018-03-18 05:06:30,0
10157429621556840_109021729940038,21785951839_10157429621556840,,b'Gaelle Nordera mais pk ???',0,2018-03-18 05:06:32,0
10157429621556840_569928946700155,21785951839_10157429621556840,10157429621556840_109021729940038,"b""Mais c'est deguelassz ton truc""",0,2018-03-18 05:19:51,0
10157429621556840_359813327855770,21785951839_10157429621556840,,b'Mahnoor Imtiaz \xf0\x9f\x98\x82',0,2018-03-18 05:06:34,0
10157429621556840_109022316606646,21785951839_10157429621556840,10157429621556840_359813327855770,b'Ewwwww',0,2018-03-18 05:07:09,0
10157429621556840_140386450124909,21785951839_10157429621556840,,"b'Andr\xc3\xa9, s\xc3\xa5nt som h\xc3\xa4nder om man har Global-knivar ;)'",0,2018-03-18 05:06:34,0
10157429621556840_402096416922055,21785951839_10157429621556840,,b'Kp Hui',0,2018-03-18 05:06:44,0
10157429621556840_427255441020858,21785951839_10157429621556840,10157429621556840_402096416922055,b'\xf0\x9f\xa4\xa1',0,2018-03-18 05:12:31,0
10157429621556840_1796605703975019,21785951839_10157429621556840,,b'Chelsea Stevens tad uncomfortable',0,2018-03-18 05:06:54,0
10157429621556840_140386700124884,21785951839_10157429621556840,,b'Elaine May Ferry',0,2018-03-18 05:06:55,0
10157429621556840_359293527903888,21785951839_10157429621556840,,b'Robin van der Velde',0,2018-03-18 05:06:58,0
10157429621556840_1861236370576395,21785951839_10157429621556840,,b'Anouk van Vliet',0,2018-03-18 05:07:02,1
10157429621556840_216626262223425,21785951839_10157429621556840,,b' [[ANIMATED_IMAGE_SHARE]]',0,2018-03-18 05:07:04,0
10157429621556840_587279438290912,21785951839_10157429621556840,,"b""Now where's the blood?""",0,2018-03-18 05:07:04,0
10157429621556840_156201311735638,21785951839_10157429621556840,,b'Hazem \xd8\xb1\xd8\xad \xd8\xaa\xd8\xa7\xd9\x83\xd9\x84 \xd8\xa7\xd8\xb5\xd8\xa7\xd8\xa8\xd8\xb9\xd9\x83 \xd9\x88\xd8\xb1\xd8\xa7\xd9\x87\xd8\xa7 \xf0\x9f\x98\x82',0,2018-03-18 05:07:06,1
10157429621556840_587283108290545,21785951839_10157429621556840,10157429621556840_156201311735638,b'\xd8\xaa\xd9\x81\xd9\x87',0,2018-03-18 05:19:07,0
10157429621556840_225977254645585,21785951839_10157429621556840,,b'Maria',0,2018-03-18 05:07:08,0
10157429621556840_156205088401927,21785951839_10157429621556840,10157429621556840_225977254645585,b'Det der er s\xc3\xa5\xc3\xa5 deg! #kl\xc3\xb8ne',0,2018-03-18 05:27:59,0
10157429621556840_216626295556755,21785951839_10157429621556840,,b'Jules Beckers',0,2018-03-18 05:07:12,0
10157429621556840_2130160300547522,21785951839_10157429621556840,,b'Maddy Bathula\xf0\x9f\x98\x89',0,2018-03-18 05:07:13,0
10157429621556840_129792867855748,21785951839_10157429621556840,,b'Amira Van Egmond. Joris Voeten. Minke Bos',0,2018-03-18 05:07:21,0
10157429621556840_2130160377214181,21785951839_10157429621556840,,b'Ravia Hussain',0,2018-03-18 05:07:24,0
10157429621556840_359293694570538,21785951839_10157429621556840,,b'Anders Oliver Finstad',0,2018-03-18 05:07:28,1
10157429621556840_359813541189082,21785951839_10157429621556840,,"b""Luca didn't expect that""",0,2018-03-18 05:07:29,0
10157429621556840_156201398402296,21785951839_10157429621556840,,b'Mira Era Hoxha',0,2018-03-18 05:07:30,0
