comment_id,status_id,parent_id,comment_message,comment_author,comment_published,comment_likes
10156316962108463_10156317317063463,8245623462_10156316962108463,,b'Bounce back game Hung',0,2018-03-18 03:57:33,0
10156316962108463_10156317328118463,8245623462_10156316962108463,,b'Why is an assist called a dime?',0,2018-03-18 04:02:37,0
10156316962108463_10156317342818463,8245623462_10156316962108463,,b'He suxs in the post\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,2018-03-18 04:09:04,0
10156316962108463_10156317372868463,8245623462_10156316962108463,,b'Victor Cheong Chua Yu Xuan Benjamin Soh',0,2018-03-18 04:21:52,1
10156316962108463_10156317381488463,8245623462_10156316962108463,,b'Hes just good with the other 4',0,2018-03-18 04:24:44,0
10156316962108463_10156317385618463,8245623462_10156316962108463,,b'Joshua Foster superstar',0,2018-03-18 04:27:15,0
10156316962108463_10156317398878463,8245623462_10156316962108463,,b'even a college basketball team can beat SUNS ahahahaha',0,2018-03-18 04:33:23,0
10156316962108463_10156317405058463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:36:46,0
10156316962108463_10156317405073463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:36:47,0
10156316962108463_10156317405138463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:36:48,0
10156316962108463_10156317405148463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:36:49,0
10156316962108463_10156317405253463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:36:51,0
10156316962108463_10156317405273463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:36:52,0
10156316962108463_10156317405468463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:36:57,0
10156316962108463_10156317405483463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:36:59,0
10156316962108463_10156317405523463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:01,0
10156316962108463_10156317405538463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:02,0
10156316962108463_10156317405603463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:03,0
10156316962108463_10156317405718463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:05,0
10156316962108463_10156317405818463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:09,0
10156316962108463_10156317405858463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:11,0
10156316962108463_10156317405903463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:13,0
10156316962108463_10156317405948463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:14,0
10156316962108463_10156317406013463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:16,0
10156316962108463_10156317406048463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:17,0
10156316962108463_10156317406078463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:18,0
10156316962108463_10156317406113463,8245623462_10156316962108463,,b'Haters are crying ryt now \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82',0,2018-03-18 04:37:19,0
10156316962108463_10156317406203463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:20,0
10156316962108463_10156317406318463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:22,0
10156316962108463_10156317406373463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:25,0
10156316962108463_10156317406448463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:27,0
10156316962108463_10156317406513463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:28,0
10156316962108463_10156317406573463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:29,0
10156316962108463_10156317406628463,8245623462_10156316962108463,,b'Youn Zheng',0,2018-03-18 04:37:30,1
10156316962108463_10156317406658463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:31,0
10156316962108463_10156317406678463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:31,0
10156316962108463_10156317406758463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:33,0
10156316962108463_10156317406778463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:34,0
10156316962108463_10156317406808463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:35,0
10156316962108463_10156317406843463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:36,0
10156316962108463_10156317406958463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:38,0
10156316962108463_10156317406993463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:39,0
10156316962108463_10156317407033463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:40,0
10156316962108463_10156317407068463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:41,0
10156316962108463_10156317407098463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:42,0
10156316962108463_10156317407163463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:44,0
10156316962108463_10156317407223463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:46,0
10156316962108463_10156317407263463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:48,0
10156316962108463_10156317407308463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:49,0
10156316962108463_10156317407443463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:52,0
10156316962108463_10156317407513463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:53,0
10156316962108463_10156317407558463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:54,0
10156316962108463_10156317407668463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:57,0
10156316962108463_10156317407698463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:59,0
10156316962108463_10156317407728463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:37:59,0
10156316962108463_10156317407763463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:38:01,0
10156316962108463_10156317407813463,8245623462_10156316962108463,,b'<',0,2018-03-18 04:38:02,0
